Cliente,Genero,Aposentado,Casado,Dependentes,T_Empregado,ServiçoLinha,MultiplasLinhas,ServicoInternet,SegurancaOnline,OnlineBackup,ProtecaoEquip,SeguroAdicional,StreamingTV,FilmesStreaming,TIpoContrato,ContaImpresso,MetodoPagamento,ValorPlano,ContaTotal,Churn
"5256-SKJGO,""Feminino"",0,""sim"",""sim"",64,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Debito na conta"",54.600000,3423.500000,""nao"""
"3071-VBYPO,""Masculino"",0,""sim"",""sim"",3,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",89.850000,248.400000,""nao"""
"9560-BBZXK,""Feminino"",0,""nao"",""nao"",36,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Fidelizacao"",""nao"",""Transferencia"",31.050000,1126.350000,""nao"""
"5299-RULOA,""Feminino"",0,""sim"",""sim"",10,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",100.250000,1064.650000,""sim"""
"8402-OOOHJ,""Feminino"",0,""nao"",""nao"",41,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",20.650000,835.150000,""nao"""
"9445-ZUEQE,""Masculino"",0,""sim"",""sim"",27,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",85.200000,2151.600000,""nao"""
"1091-SOZGA,""Feminino"",0,""sim"",""sim"",56,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",99.800000,5515.450000,""nao"""
"2928-HLDBA,""Feminino"",0,""nao"",""nao"",6,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.700000,112.750000,""nao"""
"0404-SWRVG,""Masculino"",0,""nao"",""nao"",3,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",74.400000,229.550000,""sim"""
"6497-TILVL,""Feminino"",0,""sim"",""sim"",7,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",50.700000,350.350000,""nao"""
"7219-TLZHO,""Feminino"",0,""sim"",""sim"",4,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.850000,62.900000,""nao"""
"4622-YNKIJ,""Masculino"",0,""nao"",""nao"",33,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""sim"",""sim"",""nao"",""Fidelizacao"",""sim"",""Debito na conta"",88.950000,3027.650000,""nao"""
"4412-YLTKF,""Feminino"",1,""nao"",""nao"",27,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",78.050000,2135.500000,""sim"""
"6734-PSBAW,""Masculino"",0,""sim"",""nao"",72,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Transferencia"",23.550000,1723.950000,""nao"""
"3930-ZGWVE,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",19.750000,19.750000,""nao"""
"2639-UGMAZ,""Masculino"",1,""nao"",""nao"",71,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""nao"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Debito na conta"",56.450000,3985.350000,""nao"""
"2876-GZYZC,""Feminino"",0,""nao"",""nao"",13,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",85.950000,1215.650000,""nao"""
"6207-WIOLX,""Feminino"",0,""sim"",""sim"",25,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",58.600000,1502.650000,""sim"""
"8587-XYZSF,""Masculino"",0,""nao"",""nao"",67,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Fidelizacao"",""nao"",""Transferencia"",50.550000,3260.100000,""nao"""
"3091-FYHKI,""Masculino"",0,""nao"",""nao"",1,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",35.450000,35.450000,""sim"""
"2372-HWUHI,""Masculino"",0,""nao"",""nao"",2,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",44.350000,81.250000,""sim"""
"7799-LGRDP,""Feminino"",0,""nao"",""nao"",43,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Cartao de Credito"",25.700000,1188.200000,""nao"""
"7850-VWJUU,""Feminino"",0,""nao"",""nao"",23,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",75.000000,1778.500000,""nao"""
"3774-VBNXY,""Feminino"",0,""sim"",""sim"",64,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",20.200000,1277.750000,""nao"""
"6217-KDYWC,""Masculino"",0,""nao"",""sim"",57,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Conta Correio"",19.600000,1170.550000,""nao"""
"0390-DCFDQ,""Feminino"",1,""sim"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",70.450000,70.450000,""sim"""
"3146-MSEGF,""Feminino"",1,""sim"",""sim"",72,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",88.050000,6425.650000,""nao"""
"4080-OGPJL,""Feminino"",0,""nao"",""nao"",8,""sim"",""sim"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",71.150000,563.650000,""sim"""
"1095-WGNGG,""Feminino"",0,""sim"",""nao"",61,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""sim"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",101.050000,5971.250000,""nao"""
"2636-SJDOU,""Masculino"",0,""nao"",""nao"",64,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pos-pago"",""sim"",""Cartao de Credito"",84.300000,5289.050000,""nao"""
"1131-QQZEB,""Masculino"",1,""sim"",""nao"",71,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",23.950000,1756.200000,""nao"""
"5716-EZXZN,""Feminino"",0,""sim"",""sim"",65,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""sim"",""sim"",""nao"",""Fidelizacao"",""sim"",""Cartao de Credito"",99.050000,6416.700000,""nao"""
"6837-BJYDQ,""Masculino"",0,""nao"",""nao"",3,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",19.600000,61.350000,""nao"""
"2135-RXIHG,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",45.650000,45.650000,""sim"""
"6440-DKQGE,""Masculino"",0,""nao"",""sim"",30,""sim"",""nao"",""DSL"",""nao"",""sim"",""sim"",""nao"",""sim"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",64.500000,1929.950000,""nao"""
"3466-BYAVD,""Masculino"",0,""sim"",""sim"",15,""sim"",""nao"",""DSL"",""nao"",""sim"",""sim"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Conta Correio"",69.500000,1071.400000,""nao"""
"3780-YVMFA,""Feminino"",0,""sim"",""sim"",8,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",68.550000,564.350000,""nao"""
"3874-EQOEP,""Masculino"",0,""nao"",""nao"",7,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Conta Correio"",95.000000,655.500000,""sim"""
"1679-JRFBR,""Feminino"",0,""sim"",""sim"",70,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",108.150000,7930.550000,""nao"""
"9073-ZZIAY,""Masculino"",0,""sim"",""sim"",62,""sim"",""nao"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Debito na conta"",86.100000,5215.250000,""nao"""
"3077-RSNTJ,""Feminino"",0,""sim"",""sim"",6,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",19.700000,113.500000,""nao"""
"6551-GNYDG,""Feminino"",0,""sim"",""sim"",14,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Transferencia"",80.900000,1152.800000,""nao"""
"9167-APMXZ,""Feminino"",0,""nao"",""nao"",22,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Transferencia"",84.150000,1821.950000,""nao"""
"2749-CTKAJ,""Masculino"",0,""sim"",""sim"",22,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",20.150000,419.900000,""nao"""
"6371-NZYEG,""Masculino"",0,""sim"",""sim"",16,""sim"",""nao"",""DSL"",""sim"",""nao"",""sim"",""nao"",""sim"",""nao"",""Fidelizacao"",""nao"",""Conta Correio"",64.250000,1024.000000,""nao"""
"7554-NEWDD,""Masculino"",0,""nao"",""nao"",10,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",25.700000,251.600000,""nao"""
"8992-VONJD,""Feminino"",0,""nao"",""sim"",13,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",56.000000,764.550000,""nao"""
"0867-MKZVY,""Feminino"",0,""sim"",""nao"",20,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",82.400000,1592.350000,""sim"""
"4482-EWFMI,""Feminino"",0,""nao"",""nao"",2,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",69.700000,135.200000,""nao"""
"4648-YPBTM,""Masculino"",0,""nao"",""nao"",53,""sim"",""sim"",""DSL"",""nao"",""sim"",""sim"",""sim"",""nao"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",73.900000,3958.250000,""nao"""
"2907-ILJBN,""Feminino"",0,""sim"",""sim"",11,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",20.600000,233.900000,""nao"""
"6345-FZOQH,""Masculino"",0,""sim"",""nao"",69,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.900000,1363.450000,""nao"""
"3376-BMGFE,""Feminino"",0,""nao"",""nao"",4,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",70.900000,273.000000,""sim"""
"5997-OPVFA,""Masculino"",0,""sim"",""nao"",72,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",89.050000,6254.450000,""nao"""
"3445-HXXGF,""Masculino"",1,""sim"",""nao"",58,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",45.300000,2651.200000,""sim"""
"1159-WFSGR,""Feminino"",0,""sim"",""sim"",16,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Debito na conta"",20.400000,321.400000,""nao"""
"7654-YWJUF,""Masculino"",0,""sim"",""nao"",43,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""sim"",""sim"",""nao"",""nao"",""Pos-pago"",""sim"",""Transferencia"",84.250000,3539.250000,""nao"""
"1875-QIVME,""Feminino"",0,""sim"",""nao"",2,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",104.400000,242.800000,""sim"""
"6727-IOTLZ,""Masculino"",0,""sim"",""nao"",14,""sim"",""nao"",""DSL"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Conta Correio"",81.950000,1181.750000,""nao"""
"0691-JVSYA,""Feminino"",0,""sim"",""nao"",53,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Transferencia"",94.850000,5000.200000,""sim"""
"5918-VUKWP,""Feminino"",0,""nao"",""nao"",32,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",20.550000,654.550000,""nao"""
"1744-JHKYS,""Feminino"",0,""sim"",""nao"",34,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Debito na conta"",24.700000,780.200000,""nao"""
"2656-FMOKZ,""Feminino"",1,""nao"",""nao"",15,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",74.450000,1145.700000,""sim"""
"2070-FNEXE,""Feminino"",1,""nao"",""nao"",7,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Transferencia"",76.450000,503.600000,""sim"""
"5947-SGKCL,""Feminino"",0,""sim"",""sim"",15,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",105.350000,1559.250000,""nao"""
"3712-PKXZA,""Masculino"",0,""sim"",""nao"",61,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Cartao de Credito"",20.550000,1252.000000,""nao"""
"6317-YPKDH,""Feminino"",0,""nao"",""nao"",1,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Transferencia"",29.950000,29.950000,""sim"""
"6582-OIVSP,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",45.300000,45.300000,""nao"""
"9367-WXLCH,""Masculino"",0,""nao"",""nao"",8,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""nao"",""Transferencia"",84.500000,662.650000,""sim"""
"5524-KHNJP,""Masculino"",0,""sim"",""sim"",33,""sim"",""nao"",""DSL"",""sim"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""nao"",""Cartao de Credito"",74.750000,2453.300000,""nao"""
"1918-ZBFQJ,""Feminino"",0,""nao"",""nao"",13,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",79.250000,1111.650000,""sim"""
"1024-GUALD,""Feminino"",0,""sim"",""nao"",1,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",24.800000,24.800000,""sim"""
"4827-USJHP,""Masculino"",0,""nao"",""nao"",20,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",51.800000,1023.850000,""nao"""
"8167-GJLRN,""Masculino"",0,""nao"",""nao"",3,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",30.400000,82.150000,""nao"""
"0956-SYCWG,""Feminino"",0,""nao"",""nao"",13,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Debito na conta"",19.650000,244.800000,""nao"""
"8017-UVSZU,""Feminino"",0,""sim"",""nao"",40,""sim"",""sim"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",56.600000,2379.100000,""nao"""
"7100-FQPRV,""Masculino"",0,""sim"",""sim"",43,""sim"",""sim"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",71.900000,3173.350000,""nao"""
"2472-OVKUP,""Masculino"",0,""sim"",""nao"",6,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",91.000000,531.000000,""sim"""
"2984-RGEYA,""Feminino"",0,""sim"",""sim"",69,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",19.750000,1375.400000,""nao"""
"9680-NIAUV,""Feminino"",0,""sim"",""sim"",72,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""nao"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",109.700000,8129.300000,""nao"""
"2146-EGVDT,""Masculino"",0,""sim"",""sim"",59,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",19.300000,1192.700000,""nao"""
"2604-IJPDU,""Feminino"",0,""sim"",""nao"",20,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",96.550000,1901.650000,""nao"""
"9178-JHUVJ,""Masculino"",0,""sim"",""sim"",24,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Transferencia"",24.100000,587.400000,""nao"""
"6168-YBYNP,""Masculino"",0,""nao"",""nao"",59,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",111.350000,6519.750000,""nao"""
"7255-SSFBC,""Masculino"",0,""sim"",""sim"",72,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",112.250000,8041.650000,""nao"""
"3645-DEYGF,""Masculino"",0,""nao"",""sim"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.750000,20.750000,""nao"""
"9323-HGFWY,""Feminino"",0,""sim"",""nao"",27,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",101.900000,2681.150000,""nao"""
"8544-GOQSH,""Feminino"",0,""nao"",""nao"",14,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",80.050000,1112.300000,""nao"""
"3363-DTIVD,""Masculino"",0,""sim"",""sim"",71,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""sim"",""nao"",""sim"",""sim"",""Fidelizacao"",""nao"",""Debito na conta"",105.550000,7405.500000,""nao"""
"7018-WBJNK,""Masculino"",0,""nao"",""sim"",13,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",78.300000,1033.950000,""nao"""
"9142-KZXOP,""Masculino"",0,""nao"",""nao"",44,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",68.850000,2958.950000,""nao"""
"7674-YTAFD,""Feminino"",0,""nao"",""nao"",33,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""sim"",""Transferencia"",79.950000,2684.850000,""nao"""
"6348-SNFUS,""Masculino"",0,""sim"",""sim"",72,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""sim"",""nao"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",55.450000,4179.200000,""nao"""
"1285-OKIPP,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",79.900000,79.900000,""sim"""
"7825-ECJRF,""Feminino"",0,""nao"",""nao"",19,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",106.600000,1934.450000,""sim"""
"1347-KTTTA,""Masculino"",0,""sim"",""nao"",64,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",102.450000,6654.100000,""nao"""
"7841-TZDMQ,""Masculino"",0,""nao"",""nao"",2,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",46.000000,84.500000,""sim"""
"4195-NZGTA,""Feminino"",0,""nao"",""nao"",1,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",25.250000,25.250000,""nao"""
"7157-SMCFK,""Masculino"",0,""nao"",""sim"",61,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.750000,1124.200000,""nao"""
"4709-LKHYG,""Feminino"",0,""sim"",""sim"",29,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Debito na conta"",20.000000,540.050000,""nao"""
"2504-DSHIH,""Masculino"",1,""sim"",""nao"",23,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",86.800000,1975.850000,""nao"""
"0699-NDKJM,""Feminino"",0,""sim"",""nao"",57,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",58.750000,3437.450000,""nao"""
"9286-BHDQG,""Masculino"",0,""sim"",""sim"",72,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""sim"",""nao"",""nao"",""Fidelizacao"",""nao"",""Cartao de Credito"",45.250000,3139.800000,""nao"""
"0230-WEQUW,""Masculino"",0,""sim"",""nao"",66,""nao"",""Sem servicos"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""nao"",""Fidelizacao"",""sim"",""Transferencia"",56.600000,3789.200000,""nao"""
"2040-LDIWQ,""Masculino"",0,""sim"",""sim"",65,""sim"",""sim"",""DSL"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Transferencia"",84.200000,5324.500000,""nao"""
"6496-JDSSB,""Feminino"",0,""nao"",""nao"",8,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Transferencia"",80.000000,624.600000,""nao"""
"9408-SSNVZ,""Feminino"",0,""nao"",""nao"",4,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",70.150000,268.350000,""sim"""
"4443-EMBNA,""Feminino"",0,""sim"",""nao"",71,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",24.750000,1836.900000,""nao"""
"6469-MRVET,""Masculino"",0,""sim"",""sim"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Debito na conta"",20.200000,20.200000,""nao"""
"0742-MOABM,""Masculino"",0,""sim"",""nao"",4,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",50.050000,179.350000,""sim"""
"5961-VUSRV,""Feminino"",0,""nao"",""nao"",12,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Transferencia"",19.350000,219.350000,""nao"""
"6778-JFCMK,""Masculino"",0,""nao"",""nao"",24,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Conta Correio"",50.600000,1288.750000,""nao"""
